FileName,Model,Features,FS,ACC,F1,Recall,Precision,Validation_acc,Validation_F1,Validation_Recall,Validation_Precision,Validation_AUC,AUC
pseaac_VT_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition,Random Forest & Variance Threshold,60.690348525469176,54.70484205313399,60.690348525469176,72.81503458233368,59.41689008042895,52.90124394058928,59.41689008042895,71.67285004183026,N/A,N/A
pseaac_VT_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition,Random Forest & Variance Threshold,93.8337801608579,93.83355855367591,93.8337801608579,93.84176858756449,93.69973190348524,93.69970643142412,93.69973190348524,93.70650018533645,97.73971248876909,98.01588905959409
pseaac_VT_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition,Random Forest & Variance Threshold,92.89544235924933,92.88065808684205,92.89544235924933,93.26637619331396,93.02949061662198,93.02290963846926,93.02949061662198,93.22604153368229,93.04725965858042,92.90162888691229
aac_pseaac_VT_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest & Variance Threshold,94.9396782841823,94.93756507316218,94.9396782841823,95.02022533909062,95.64343163538874,95.64233547788959,95.64343163538874,95.70867678065437,N/A,N/A
aac_pseaac_VT_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest & Variance Threshold,95.04021447721179,95.04016100358832,95.04021447721179,95.04318165266353,95.27479892761394,95.27482811473419,95.27479892761394,95.27539229930335,98.76212938005389,98.8296362182511
aac_pseaac_VT_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest & Variance Threshold,96.6823056300268,96.68133773600037,96.6823056300268,96.7414396350082,96.81635388739946,96.81571558699244,96.81635388739946,96.87168498806872,96.82542677448338,96.68468055667863
ctd_pseaac_VT_RF_selected_features.csv,SVM,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,90.98525469168901,90.97986056212065,90.98525469168901,91.08967699756386,91.42091152815014,91.41795094604574,91.42091152815014,91.49921030657072,N/A,N/A
ctd_pseaac_VT_RF_selected_features.csv,RandomForest,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,93.8337801608579,93.8336471965487,93.8337801608579,93.8365494513401,94.43699731903486,94.43667740629165,94.43699731903486,94.44178899033145,98.28573674752921,98.25020439700636
ctd_pseaac_VT_RF_selected_features.csv,KNN,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,91.18632707774799,91.16186679409446,91.18632707774799,91.66058308256389,92.32573726541555,92.30813212248452,92.32573726541555,92.76749144498547,92.35265049415993,91.19345390510588
aac_VT_RF_selected_features.csv,SVM,AminoAcidComposition,Random Forest & Variance Threshold,94.9396782841823,94.93756507316218,94.9396782841823,95.02022533909062,95.64343163538874,95.64233547788959,95.64343163538874,95.70867678065437,N/A,N/A
aac_VT_RF_selected_features.csv,RandomForest,AminoAcidComposition,Random Forest & Variance Threshold,95.14075067024129,95.14072611267761,95.14075067024129,95.14243253999159,95.17426273458445,95.1742952524599,95.17426273458445,95.17509735218108,98.78856693620844,98.84522429763798
aac_VT_RF_selected_features.csv,KNN,AminoAcidComposition,Random Forest & Variance Threshold,96.6823056300268,96.68133773600037,96.6823056300268,96.7414396350082,96.81635388739946,96.81571558699244,96.81635388739946,96.87168498806872,96.82542677448338,96.68468055667863
ctd_VT_RF_selected_features.csv,SVM,"Composition, Transition, and Distribution.",Random Forest & Variance Threshold,90.61662198391421,90.61021067115766,90.61662198391421,90.73439228868256,91.18632707774799,91.18270613815507,91.18632707774799,91.27675112600258,N/A,N/A
ctd_VT_RF_selected_features.csv,RandomForest,"Composition, Transition, and Distribution.",Random Forest & Variance Threshold,93.86729222520107,93.86717858040548,93.86729222520107,93.86961624443299,94.50402144772117,94.5036436535962,94.50402144772117,94.51014527063995,98.30505390835577,98.24369064625392
ctd_VT_RF_selected_features.csv,KNN,"Composition, Transition, and Distribution.",Random Forest & Variance Threshold,91.38739946380697,91.3647029669436,91.38739946380697,91.84003602208966,92.25871313672923,92.24145010571067,92.25871313672923,92.68814863881111,92.285265049416,91.39434696279525
aac_ctd_pseaac_VT_RF_selected_features.csv,SVM,"Pseudo AminoAcidComposition & AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,92.25871313672923,92.2552645572435,92.25871313672923,92.33951500626897,92.39276139410187,92.39041570458055,92.39276139410187,92.46538275223988,N/A,N/A
aac_ctd_pseaac_VT_RF_selected_features.csv,RandomForest,"Pseudo AminoAcidComposition & AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,94.50402144772117,94.50400169620261,94.50402144772117,94.50432157715115,94.83914209115282,94.8386574715504,94.83914209115282,94.84848694563551,98.60262803234501,98.57214091264387
aac_ctd_pseaac_VT_RF_selected_features.csv,KNN,"Pseudo AminoAcidComposition & AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,92.66085790884718,92.6425179999217,92.66085790884718,93.10322961801928,92.92895442359249,92.91450624359764,92.92895442359249,93.33022619438171,92.9544474393531,92.66762800643289
aac_autocorr_VT_RF_selected_features.csv,SVM,AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,94.63806970509383,94.6360456805002,94.63806970509383,94.71065731591568,94.53753351206434,94.53621740071017,94.53753351206434,94.59919649104843,N/A,N/A
aac_autocorr_VT_RF_selected_features.csv,RandomForest,AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,94.77211796246648,94.77183613138362,94.77211796246648,94.78381813872805,95.14075067024129,95.14078068504134,95.14075067024129,95.14339644708511,98.4917340521114,98.7023934664834
aac_autocorr_VT_RF_selected_features.csv,KNN,AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,94.2024128686327,94.19052550705419,94.2024128686327,94.57890029638688,93.90080428954424,93.8899564963939,93.90080428954424,94.26042129028112,93.92470799640611,94.20855682236777
autocorr_pseaac_VT_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,88.30428954423593,88.27812439651912,88.30428954423593,88.66084627143418,88.3378016085791,88.30510663925699,88.3378016085791,88.82479622971843,N/A,N/A
autocorr_pseaac_VT_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,91.21983914209115,91.21775612331268,91.21983914209115,91.26292171633557,90.58310991957104,90.57974064486301,90.58310991957104,90.66245094536583,96.8989218328841,96.94525304798613
autocorr_pseaac_VT_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,88.06970509383379,87.93786195820287,88.06970509383379,89.83650057122522,88.6058981233244,88.50188077658025,88.6058981233244,90.15260155669048,88.65804132973945,88.083789295886
aac_ctd_VT_RF_selected_features.csv,SVM,"AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,92.29222520107238,92.28868152079363,92.29222520107238,92.37559380010231,92.35924932975871,92.35680144409172,92.35924932975871,92.43419655178624,N/A,N/A
aac_ctd_VT_RF_selected_features.csv,RandomForest,"AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,94.26943699731903,94.26940803614801,94.26943699731903,94.26990843632322,94.83914209115282,94.838724722357,94.83914209115282,94.84683097505554,98.62122641509433,98.5935239840795
aac_ctd_VT_RF_selected_features.csv,KNN,"AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest & Variance Threshold,92.69436997319035,92.67635867314927,92.69436997319035,93.13118717947519,92.92895442359249,92.91450624359764,92.92895442359249,93.33022619438171,92.9544474393531,92.70109520857478
aac_autocorr_pseaac_VT_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition & AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,94.63806970509383,94.6360456805002,94.63806970509383,94.71065731591568,94.53753351206434,94.53621740071017,94.53753351206434,94.59919649104843,N/A,N/A
aac_autocorr_pseaac_VT_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition & AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,95.00670241286863,95.00654258752522,95.00670241286863,95.01408733042742,94.97319034852548,94.97321744649939,94.97319034852548,94.97631638764803,98.48816262353999,98.70376360026235
aac_autocorr_pseaac_VT_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition & AminoAcidComposition & Autocorrelation,Random Forest & Variance Threshold,94.2024128686327,94.19052550705419,94.2024128686327,94.57890029638688,93.90080428954424,93.8899564963939,93.90080428954424,94.26042129028112,93.92470799640611,94.20855682236777
autocorr_ctd_VT_RF_selected_features.csv,SVM,"Composition, Transition, and Distribution. & Autocorrelation",Random Forest & Variance Threshold,93.80026809651476,93.79695428788752,93.80026809651476,93.90006425822921,94.3029490616622,94.3002019501786,94.3029490616622,94.41366370247779,N/A,N/A
