FileName,Model,Features,FS,ACC,F1,Recall,Precision,Validation_acc,Validation_F1,Validation_Recall,Validation_Precision,Validation_AUC,AUC
pseaac_VT_RFE_SFS_selected_features.csv,SVM,Pseudo AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,52.17828418230563,38.467852310373424,52.17828418230563,70.74996326495531,51.474530831099194,37.36724061972424,51.474530831099194,67.96938366187419,N/A,N/A
pseaac_VT_RFE_SFS_selected_features.csv,RandomForest,Pseudo AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,94.3029490616622,94.30282621574784,94.3029490616622,94.30812630514197,94.23592493297586,94.23595600531928,94.23592493297586,94.23903507453471,98.41098382749325,98.62966407015085
pseaac_VT_RFE_SFS_selected_features.csv,KNN,Pseudo AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,92.1916890080429,92.15539086751335,92.1916890080429,93.00469817252734,93.02949061662198,93.00944829242643,93.02949061662198,93.58566090969418,93.05947888589398,92.20088407320557
aac_pseaac_VT_RFE_SFS_selected_features.csv,SVM,Pseudo AminoAcidComposition & AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,95.54289544235925,95.54138277673661,95.54289544235925,95.60968553340659,96.11260053619303,96.11125902242695,96.11260053619303,96.19846366820708,N/A,N/A
aac_pseaac_VT_RFE_SFS_selected_features.csv,RandomForest,Pseudo AminoAcidComposition & AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,95.10723860589813,95.10723860589813,95.10723860589813,95.10758040167579,95.34182305630027,95.34185182941881,95.34182305630027,95.34241597635578,98.80242587601077,98.89618878197354
aac_pseaac_VT_RFE_SFS_selected_features.csv,KNN,Pseudo AminoAcidComposition & AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,96.54825737265415,96.54690901857295,96.54825737265415,96.62637692017351,96.7828418230563,96.78181113435441,96.7828418230563,96.86445085422454,96.79389038634322,96.55099143778695
ctd_pseaac_VT_RFE_SFS_selected_features.csv,SVM,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Boruta & Variance Threshold & Recursive Feature Elimination,94.97319034852548,94.9705808966676,94.97319034852548,95.0727079524486,94.90616621983914,94.90272047844431,94.90616621983914,95.0573525201674,N/A,N/A
ctd_pseaac_VT_RFE_SFS_selected_features.csv,RandomForest,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Boruta & Variance Threshold & Recursive Feature Elimination,94.90616621983914,94.90583897249344,94.90616621983914,94.91583172051318,95.07372654155496,95.07315935393848,95.07372654155496,95.0859450268848,98.89791105121294,98.76402702532727
ctd_pseaac_VT_RFE_SFS_selected_features.csv,KNN,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Boruta & Variance Threshold & Recursive Feature Elimination,92.39276139410187,92.35598373190037,92.39276139410187,93.24239738331642,91.92359249329759,91.88230473606228,91.92359249329759,92.86910264920522,91.96307277628031,92.4021365102468
aac_VT_RFE_SFS_selected_features.csv,SVM,AminoAcidComposition,Boruta & Variance Threshold & Recursive Feature Elimination,95.54289544235925,95.54138277673661,95.54289544235925,95.60968553340659,96.11260053619303,96.11125902242695,96.11260053619303,96.19846366820708,N/A,N/A
