FileName,Model,Features,FS,ACC,F1,Recall,Precision,Validation_acc,Validation_F1,Validation_Recall,Validation_Precision,Validation_AUC,AUC
pseaac_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition,Random Forest,60.690348525469176,54.70484205313399,60.690348525469176,72.81503458233368,59.41689008042895,52.90124394058928,59.41689008042895,71.67285004183026,N/A,N/A
pseaac_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition,Random Forest,93.73324396782841,93.73299270545252,93.73324396782841,93.7420275136758,93.63270777479893,93.63274209889923,93.63270777479893,93.63580490926017,97.76877807726865,98.04910918843157
pseaac_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition,Random Forest,92.89544235924933,92.88065808684205,92.89544235924933,93.26637619331396,93.02949061662198,93.02290963846926,93.02949061662198,93.22604153368229,93.04725965858042,92.90162888691229
aac_pseaac_RF_selected_features.csv,SVM,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest,91.99061662198392,91.98748791688286,91.99061662198392,92.06135604058943,92.1916890080429,92.18848110338452,92.1916890080429,92.28401715857359,N/A,N/A
aac_pseaac_RF_selected_features.csv,RandomForest,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest,95.04021447721179,95.040107529004,95.04021447721179,95.04546591532174,95.04021447721179,95.0402501262941,95.04021447721179,95.04165199203617,98.6875786163522,98.80564764651449
aac_pseaac_RF_selected_features.csv,KNN,Pseudo AminoAcidComposition & AminoAcidComposition,Random Forest,96.38069705093834,96.37933083433762,96.38069705093834,96.45601302958468,96.38069705093834,96.37953752614871,96.38069705093834,96.46170046309378,96.39173405211142,96.38338589256354
ctd_pseaac_RF_selected_features.csv,SVM,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest,89.81233243967829,89.80848679295038,89.81233243967829,89.87736457037072,90.68364611260054,90.6801924156189,90.68364611260054,90.76559014342746,N/A,N/A
ctd_pseaac_RF_selected_features.csv,RandomForest,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest,94.73860589812332,94.73859348951919,94.73860589812332,94.73962378289824,95.00670241286863,95.00661212248667,95.00670241286863,95.00756757146877,98.66248876909253,98.68312174873995
ctd_pseaac_RF_selected_features.csv,KNN,"Pseudo AminoAcidComposition & Composition, Transition, and Distribution.",Random Forest,91.28686327077749,91.27543912304557,91.28686327077749,91.51333000472655,91.72252010723861,91.70708459240672,91.72252010723861,92.08105810465025,91.74690026954178,91.2917890802584
aac_RF_selected_features.csv,SVM,AminoAcidComposition,Random Forest,94.97319034852548,94.97129282546894,94.97319034852548,95.04630264546742,95.71045576407506,95.70886557265908,95.71045576407506,95.80105711588362,N/A,N/A
aac_RF_selected_features.csv,RandomForest,AminoAcidComposition,Random Forest,95.10723860589813,95.1071858548912,95.10723860589813,95.11020939456888,95.20777479892762,95.20780870539315,95.20777479892762,95.20957477941927,98.76758760107816,98.84780733672947
aac_RF_selected_features.csv,KNN,AminoAcidComposition,Random Forest,96.48123324396782,96.48003903426576,96.48123324396782,96.54934660869955,96.64879356568365,96.64779975901453,96.64879356568365,96.72504942884792,96.65947888589398,96.48378749898924
